Country_x,City,Latitude,Longitude,City_ID,Cloudiness,Country_y,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
in,leh,34.166667,77.583333,356,33,IN,1558378857,51,34.16,77.58,25.8,3.58
id,banda aceh,5.5577,95.3222,357,100,ID,1558378858,76,5.56,95.32,84.12,11.95
au,alyangula,-13.85413,136.421295,358,100,AU,1558378858,100,-13.85,136.42,71.6,3.36
no,sorland,67.666667,12.7,359,0,NO,1558378858,71,67.67,12.69,53.6,5.82
ca,fort nelson,58.816667,-122.53333300000001,360,20,CA,1558378858,42,58.81,-122.69,68.0,5.82
id,boyolangu,-8.1181,111.8935,361,80,ID,1558378858,89,-8.09,111.9,74.76,4.65
cn,datong,40.093610999999996,113.291389,362,0,CN,1558378858,23,40.09,113.3,55.32,9.44
pt,vila franca do campo,37.716667,-25.433332999999998,363,40,PT,1558378859,88,37.72,-25.43,66.2,12.75
is,akureyri,65.666667,-18.1,364,90,IS,1558378859,66,65.68,-18.09,48.2,6.93
au,ulladulla,-35.359058000000005,150.472473,365,0,AU,1558378859,62,-35.36,150.48,60.01,11.41
ru,ust-barguzin,53.45,108.983333,366,27,RU,1558378859,60,53.41,109.03,36.06,2.42
za,pampierstad,-27.783234999999998,24.687685000000002,367,0,ZA,1558378859,23,-27.78,24.69,67.02,10.38
kz,zyryanovsk,49.738611,84.27194399999999,368,100,KZ,1558378588,88,49.74,84.27,48.84,1.81
au,cooma,-36.234691999999995,149.125977,369,11,AU,1558378860,71,-36.24,149.13,53.6,10.29
ro,sfantu gheorghe,44.883333,29.6,370,40,RO,1558378860,93,44.65,26.83,66.2,10.29
es,carballo,43.214403000000004,-8.691015,371,0,ES,1558378860,44,43.21,-8.69,63.0,5.82
jp,shimoda,34.666667,138.95,372,75,JP,1558378860,100,34.7,138.93,68.0,11.41
ru,novonukutskiy,53.7002,102.7117,373,96,RU,1558378861,40,53.7,102.71,56.04,4.81
pt,reguengos de monsaraz,38.425292999999996,-7.534945,374,20,PT,1558378861,49,38.42,-7.53,71.6,14.99
us,ocean city,39.2775,-74.575,375,40,US,1558378788,66,30.44,-86.61,93.0,13.87
cn,qinhuangdao,39.931667,119.588333,376,0,CN,1558378861,40,39.94,119.59,57.48,8.41
us,muskegon,43.2341667,-86.2483333,377,90,US,1558378605,70,43.23,-86.25,50.0,12.75
ru,kargasok,59.055556,80.857222,378,82,RU,1558378862,79,59.06,80.87,43.08,8.63
sb,auki,-8.766666699999998,160.7,379,83,NG,1558378862,26,12.18,6.51,98.88,6.08
tr,kayseri,38.732222,35.485278,380,40,TR,1558378862,48,38.73,35.48,66.2,3.36
cn,quanzhou,24.913889,118.58583300000001,381,35,CN,1558378863,88,24.9,118.59,69.8,6.71
jp,nago,26.588055999999998,127.97611100000002,382,40,IT,1558378863,93,45.88,10.89,60.01,3.36
ca,medicine hat,50.033333,-110.683333,383,75,CA,1558378863,32,50.04,-110.68,55.4,14.99
ru,cherskiy,68.75,161.3,384,100,RU,1558378863,96,68.75,161.3,24.0,7.16
br,santa maria,-29.683333,-53.8,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
co,santa maria,2.861389,-75.597778,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
co,santa maria,4.860483,-73.262338,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
cv,santa maria,16.6,-22.9,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
pa,santa maria,8.1166667,-80.66666670000001,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
pe,santa maria,-12.0,-76.9,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,8.033333,126.1625,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,18.149481,121.661252,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,6.553611,125.47083300000001,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,17.3665,120.4808,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,17.466389000000003,121.752222,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,14.4719,121.4286,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,12.578831,121.46041399999999,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,15.5232,120.7925,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,15.0801,120.7743,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,16.0284,120.46799999999999,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,7.991667,126.445,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
ph,santa maria,15.6379,120.4282,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
py,santa maria,-26.783333000000002,-56.933333,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
us,santa maria,34.953055600000006,-120.43472220000001,385,99,BR,1558378868,85,-29.69,-53.81,71.16,5.95
us,north bend,43.4066667,-124.22305559999998,386,40,US,1558378869,58,43.41,-124.22,63.0,12.75
pe,el alto,-4.2641667000000005,-81.2183333,387,75,BO,1558378857,19,-16.5,-68.19,57.2,14.99
au,geraldton,-28.778971000000002,114.614594,388,75,CA,1558378869,43,49.72,-86.95,55.4,11.41
ca,geraldton,49.716667,-86.966667,388,75,CA,1558378869,43,49.72,-86.95,55.4,11.41
mu,souillac,-20.5166667,57.5166667,389,1,FR,1558378869,59,45.6,-0.6,62.6,11.41
ca,la ronge,55.1,-105.3,390,40,CA,1558378869,33,55.1,-105.3,62.6,10.29
ao,namibe,-15.196110999999998,12.152222,391,0,AO,1558378870,74,-15.19,12.15,71.7,17.4
ie,westport,53.8,-9.516666699999998,392,20,IE,1558378845,66,53.8,-9.52,55.99,9.17
nz,westport,-41.75,171.566667,392,20,IE,1558378845,66,53.8,-9.52,55.99,9.17
us,westport,41.141388899999995,-73.3583333,392,20,IE,1558378845,66,53.8,-9.52,55.99,9.17
br,juiz de fora,-21.751667,-43.352778,393,20,BR,1558378833,44,-21.76,-43.35,75.2,8.05
gr,lagos,41.45,26.4666667,394,20,NG,1558378870,83,6.46,3.39,82.4,3.36
ng,lagos,6.453056,3.395833,394,20,NG,1558378870,83,6.46,3.39,82.4,3.36
pt,lagos,37.101782,-8.674242,394,20,NG,1558378870,83,6.46,3.39,82.4,3.36
us,half moon bay,37.4636111,-122.4275,395,90,US,1558378692,67,37.46,-122.43,62.01,9.17
au,nelson bay,-32.720428000000005,152.143982,396,2,AU,1558378870,93,-32.72,152.14,59.0,3.36
nz,tuatapere,-46.133333,167.683333,397,71,NZ,1558378871,88,-46.13,167.69,48.0,1.99
is,grindavik,63.833332999999996,-22.433332999999998,398,75,IS,1558378871,100,63.84,-22.43,51.01,9.17
cn,xining,36.616667,101.766667,399,76,CN,1558378797,47,36.62,101.77,44.7,1.21
pg,kieta,-6.2166667,155.6333333,400,97,PG,1558378871,72,-6.22,155.63,82.5,4.09
zm,kalabo,-14.9666667,22.6833333,401,47,ZM,1558378871,42,-15.0,22.67,69.9,4.72
mg,sambava,-14.266666699999998,50.1666667,402,7,MG,1558378871,99,-14.27,50.17,70.98,1.5
ca,wawa,48.0,-84.783333,403,90,NG,1558378872,38,9.9,4.41,94.92,4.88
ph,wawa,14.3019,121.4595,403,90,NG,1558378872,38,9.9,4.41,94.92,4.88
ph,wawa,13.4632,120.7441,403,90,NG,1558378872,38,9.9,4.41,94.92,4.88
ph,wawa,13.7401,121.0529,403,90,NG,1558378872,38,9.9,4.41,94.92,4.88
bh,manama,26.236111100000002,50.5830556,404,0,AE,1558378872,52,25.33,56.02,91.4,14.99
my,labuan,5.276667,115.24166699999999,405,75,BN,1558378808,88,5.28,115.24,80.6,5.21
ph,labuan,7.100747999999999,121.90238000000001,405,75,BN,1558378808,88,5.28,115.24,80.6,5.21
ie,wexford,52.334166700000004,-6.4575,406,75,US,1558378845,53,40.63,-80.06,75.99,19.46
ru,kyren,51.6828,102.1408,407,100,RU,1558378872,57,51.68,102.13,38.04,5.79
br,boquira,-12.816667,-42.766667,408,20,BR,1558378872,40,-12.82,-42.73,88.62,5.1
bb,bathsheba,13.2166667,-59.5166667,409,20,BB,1558378792,58,13.22,-59.52,86.0,18.34
ng,ogbomosho,8.133333,4.266667,410,97,NG,1558378873,61,8.13,4.25,84.66,8.72
sj,longyearbyen,78.2166667,15.633333300000002,411,75,NO,1558378873,74,78.22,15.63,28.4,5.82
in,diu,20.7,70.983333,412,0,IN,1558378873,75,20.71,70.98,83.04,12.82
ru,shebalino,51.291667,85.677222,413,100,RU,1558378873,68,51.29,85.68,53.52,7.29
pk,kalat,29.022515000000002,66.591604,414,47,PK,1558378846,44,29.03,66.58,66.84,4.0
ca,hare bay,48.85,-54.016667000000005,415,75,CA,1558378874,64,48.86,-53.99,46.0,17.22
iq,kirkuk,35.46805560000001,44.3922222,416,0,IQ,1558378874,16,35.47,44.4,86.82,7.36
ci,tabou,4.42295,-7.3528,417,84,CI,1558378874,82,4.42,-7.36,80.88,4.9
nz,ahipara,-35.166667,173.166667,418,99,NZ,1558378875,100,-35.17,173.16,55.0,9.51
au,byron bay,-28.64201,153.61193799999998,419,40,AU,1558378875,93,-28.65,153.62,63.0,4.7
vu,isangel,-19.55,169.2666667,420,13,VU,1558378875,76,-19.55,169.27,74.76,20.18
mq,saint-joseph,14.666666699999999,-61.033333299999995,421,75,FR,1558378875,93,43.56,6.97,64.0,3.36
re,saint-joseph,-21.3666667,55.6166667,421,75,FR,1558378875,93,43.56,6.97,64.0,3.36
ru,susuman,62.783333,148.166667,422,0,RU,1558378875,75,62.78,148.15,22.38,3.15
de,plattling,48.783333,12.866667,423,100,DE,1558378876,86,48.78,12.88,55.99,3.71
br,arenapolis,-14.433333,-56.816667,424,27,BR,1558378876,34,-14.45,-56.85,89.52,3.94
cl,tocopilla,-22.09198,-70.19792,425,79,CL,1558378876,94,-22.09,-70.2,61.8,17.07
us,arroyo,17.9677778,-66.0616667,426,75,US,1558378876,49,41.39,-78.88,75.0,21.92
au,hastings,-38.3,145.183333,427,0,NZ,1558378877,93,-39.64,176.84,42.18,2.64
ca,hastings,44.3,-77.95,427,0,NZ,1558378877,93,-39.64,176.84,42.18,2.64
gb,hastings,50.85,0.6,427,0,NZ,1558378877,93,-39.64,176.84,42.18,2.64
nz,hastings,-39.65,176.833333,427,0,NZ,1558378877,93,-39.64,176.84,42.18,2.64
sl,hastings,8.379722200000002,-13.1386111,427,0,NZ,1558378877,93,-39.64,176.84,42.18,2.64
us,hastings,44.743333299999996,-92.8522222,427,0,NZ,1558378877,93,-39.64,176.84,42.18,2.64
us,hastings,40.586111100000004,-98.3880556,427,0,NZ,1558378877,93,-39.64,176.84,42.18,2.64
ru,okhotsk,59.38333299999999,143.3,428,87,RU,1558378877,77,59.36,143.24,41.46,6.53
gl,maniitsoq,65.41666670000001,-52.9,429,1,GL,1558378877,76,65.42,-52.9,40.02,8.08
id,meulaboh,4.1363,96.1285,430,100,ID,1558378877,81,4.14,96.13,81.6,5.88
co,cartagena del chaira,1.334884,-74.842886,431,98,CO,1558378878,89,1.33,-74.84,79.62,3.22
br,macau,-5.116667,-36.633333,432,70,BR,1558378878,65,-5.11,-36.64,86.1,13.85
sk,svodin,47.9166667,18.5,433,0,SK,1558378878,72,47.91,18.5,63.0,6.93
ar,victoria,-32.619888,-60.153907,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
ca,victoria,48.433333000000005,-123.35,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
cl,victoria,-38.216667,-72.333333,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
co,victoria,5.316481,-74.911006,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
gd,victoria,12.183333300000001,-61.7,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
hn,victoria,15.483333300000002,-87.8166667,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
mx,victoria,21.210832999999997,-100.21194399999999,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
ph,victoria,14.2277,121.3292,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
ph,victoria,13.177222,121.278056,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
ph,victoria,12.447222,124.31111100000001,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
ro,victoria,44.816666999999995,27.616667,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
ro,victoria,47.283333,27.583333000000003,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
ro,victoria,45.733333,24.683332999999998,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
sc,victoria,-4.616666700000001,55.45,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
sv,victoria,13.95,-88.6333333,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
us,victoria,28.805,-97.0033333,434,75,BN,1558378812,88,5.28,115.24,80.6,5.21
vn,dong xoai,11.533333,106.91666699999999,435,100,VN,1558378870,71,11.53,106.92,83.76,5.44
kz,zaysan,47.466667,84.866667,436,43,KZ,1558378879,47,47.47,84.87,59.46,10.83
ca,sioux lookout,50.1,-91.916667,437,40,CA,1558378879,44,50.1,-91.92,59.0,6.93
nz,waipawa,-41.412222,175.515278,438,0,NZ,1558378879,93,-39.94,176.59,33.01,2.64
cv,vila do maio,15.133333300000002,-23.216666699999998,439,20,CV,1558378879,54,15.13,-23.22,80.6,13.87
gb,brae,60.38333299999999,-1.35,440,99,GB,1558378879,87,60.4,-1.35,51.8,4.7
ru,russkiy aktash,55.0384,52.1214,441,20,RU,1558378880,80,55.04,52.12,41.0,11.18
za,kokstad,-30.547231,29.424120000000002,442,51,ZA,1558378831,33,-30.55,29.42,57.12,3.65
ao,lucapa,-8.419151,20.744654999999998,443,65,AO,1558378880,48,-8.42,20.74,78.36,2.73
ir,birjand,32.866277000000004,59.221139,444,0,IR,1558378880,26,32.86,59.22,71.6,9.17
au,ingham,-18.645519,146.162476,445,24,AU,1558378880,97,-18.65,146.16,64.32,3.29
na,henties bay,-22.1166667,14.2833333,446,0,,1558378880,91,-22.12,14.28,59.0,5.99
ru,tilichiki,60.466667,166.1,447,99,RU,1558378881,87,60.47,166.1,33.9,4.41
kw,doha,29.367778,47.81,448,15,QA,1558378609,78,25.29,51.53,84.2,2.24
qa,doha,25.286667,51.533333,448,15,QA,1558378609,78,25.29,51.53,84.2,2.24
us,makakilo city,21.346944399999998,-158.08583330000002,449,75,US,1558378845,69,21.35,-158.09,82.99,11.41
pg,lorengau,-2.0166667,147.2666667,450,100,PG,1558378869,89,-2.02,147.27,77.46,1.12
jp,anan,33.916667,134.65,451,90,JP,1558378881,93,33.91,134.64,66.2,5.82
ru,synya,65.371849,58.038736,452,29,RU,1558378882,68,65.37,58.04,32.28,8.55
mm,thanatpin,17.3,96.58333329999999,453,75,MM,1558378882,83,17.29,96.58,82.4,4.7
ve,altagracia de orituco,9.8622222,-66.3805556,454,96,VE,1558378882,33,9.86,-66.38,89.52,5.26
cn,anqing,30.509166999999998,117.050556,455,55,CN,1558378882,34,30.51,117.04,64.68,4.05
us,nome,64.5011111,-165.4063889,456,40,US,1558378882,62,30.04,-94.42,87.8,12.75
us,lahaina,20.8783333,-156.6825,457,20,US,1558378883,61,20.87,-156.68,82.4,11.41
gb,hereford,52.05,-2.7166669999999997,458,40,GB,1558378883,59,52.06,-2.72,64.0,3.36
us,hereford,34.815,-102.3972222,458,40,GB,1558378883,59,52.06,-2.72,64.0,3.36
ar,san ramon de la nueva oran,-23.133979999999998,-64.32464499999999,459,100,AR,1558378883,97,-23.13,-64.33,63.42,2.13
ph,manuk mangkaw,4.8,119.85,460,99,PH,1558378883,68,4.8,119.85,86.1,5.57
br,prainha,-1.8,-53.483332999999995,461,100,BR,1558378652,69,-1.8,-53.48,86.1,4.14
us,pacific grove,36.6177778,-121.91555559999999,462,90,US,1558378883,77,36.62,-121.92,64.0,4.7
vn,tam ky,15.566667,108.483333,463,20,VN,1558378884,78,15.57,108.48,82.4,4.7
kz,atasu,48.681389,71.643333,464,100,KZ,1558378884,52,48.68,71.64,55.32,12.21
ru,seshcha,53.718,33.3933,465,1,RU,1558378884,72,53.73,33.34,61.62,6.11
ru,norilsk,69.3535,88.2027,466,75,RU,1558378884,92,69.35,88.2,15.8,29.08
ve,los teques,10.35,-67.0333333,467,40,VE,1558378674,66,10.35,-67.04,87.01,3.36
co,san cristobal,9.878093,-75.252482,468,75,EC,1558378885,37,-0.39,-78.55,71.6,4.7
cu,san cristobal,22.7141667,-83.0480556,468,75,EC,1558378885,37,-0.39,-78.55,71.6,4.7
do,san cristobal,18.4166667,-70.1,468,75,EC,1558378885,37,-0.39,-78.55,71.6,4.7
ec,san cristobal,-0.9166667,-89.5666667,468,75,EC,1558378885,37,-0.39,-78.55,71.6,4.7
mx,san cristobal,20.333610999999998,-101.476389,468,75,EC,1558378885,37,-0.39,-78.55,71.6,4.7
ph,san cristobal,15.566670000000002,120.76666999999999,468,75,EC,1558378885,37,-0.39,-78.55,71.6,4.7
ve,san cristobal,7.766944400000001,-72.225,468,75,EC,1558378885,37,-0.39,-78.55,71.6,4.7
bo,san ramon,-13.2833333,-64.7166667,469,75,NI,1558378828,65,12.92,-85.84,77.0,5.55
bo,san ramon,-14.483333300000002,-63.15,469,75,NI,1558378828,65,12.92,-85.84,77.0,5.55
cr,san ramon,10.088021000000001,-84.470217,469,75,NI,1558378828,65,12.92,-85.84,77.0,5.55
pe,san ramon,-11.133333300000002,-75.33333329999999,469,75,NI,1558378828,65,12.92,-85.84,77.0,5.55
ph,san ramon,17.4135,120.7076,469,75,NI,1558378828,65,12.92,-85.84,77.0,5.55
ph,san ramon,13.6181,123.0383,469,75,NI,1558378828,65,12.92,-85.84,77.0,5.55
us,san ramon,37.78,-121.97694440000001,469,75,NI,1558378828,65,12.92,-85.84,77.0,5.55
pt,horta,38.533333,-28.633333,470,40,ES,1558378885,72,41.43,2.16,64.99,6.93
nc,poum,-20.2333333,164.0166667,471,75,MK,1558378885,71,41.28,20.71,53.6,5.82
au,sawtell,-30.364590000000003,153.10141000000002,472,90,AU,1558378885,93,-30.38,153.1,57.2,3.36
kr,seoul,37.5985,126.9783,473,1,KR,1558378758,93,37.57,126.98,55.4,4.7
za,plettenberg bay,-34.052741999999995,23.3716,474,98,ZA,1558378886,74,-34.05,23.37,55.32,7.18
an,oranjestad,17.466666699999998,-62.9833333,475,20,AW,1558378652,62,12.52,-70.03,87.8,25.28
aw,oranjestad,12.516666699999998,-70.0333333,475,20,AW,1558378652,62,12.52,-70.03,87.8,25.28
br,belmonte,-15.85,-38.9,476,60,PT,1558378886,58,40.36,-7.35,63.0,7.0
au,bundaberg,-24.866211,152.3479,477,0,AU,1558378886,93,-24.87,152.35,61.0,6.93
id,samarinda,-0.5,117.15,478,52,ID,1558378886,98,-0.5,117.14,75.3,2.08
kz,zhezkazgan,47.783333,67.766667,479,87,KZ,1558378887,45,47.8,67.71,56.04,13.85
ng,abonnema,4.708438,6.793071,480,75,NG,1558378887,83,4.71,6.79,80.6,11.41
ke,narok,-1.0833333,35.8666667,481,35,KE,1558378887,91,-1.09,35.87,56.76,6.64
ru,muravlenko,63.783333,73.5,482,28,RU,1558378887,89,63.79,74.5,34.98,7.83
ar,necochea,-38.547259000000004,-58.736753,483,100,AR,1558378887,47,-38.55,-58.74,59.0,5.99
cl,talcahuano,-36.716667,-73.116667,484,40,CL,1558378827,66,-36.72,-73.12,55.4,6.93
ci,san-pedro,4.748508,-6.636301,485,92,CI,1558378888,89,4.75,-6.64,78.9,3.56
us,bismarck,46.8083333,-100.7833333,486,1,US,1558378843,50,46.81,-100.78,60.8,16.11
mx,pinotepa de don luis,16.416667,-97.916667,487,21,MX,1558378888,37,16.43,-97.98,95.1,7.47
et,mizan teferi,6.983333,35.583333,488,59,ET,1558378888,80,6.99,35.58,63.42,3.06
br,bonfim,3.083333,-59.95,489,20,BR,1558378888,39,-20.33,-44.24,82.4,8.05
jp,oga,39.870999,139.84925800000002,490,94,NG,1558378889,72,8.18,5.65,80.88,8.28
cf,bouca,6.5,18.283333300000002,491,68,CF,1558378889,51,6.51,18.28,83.94,4.12
cd,bolobo,-2.166667,16.233333,492,95,CD,1558378889,57,-2.17,16.23,83.94,2.33
gl,nuuk,64.1833333,-51.75,493,20,GL,1558378889,70,64.17,-51.74,42.8,8.05
ph,baylo,7.853889,126.05805600000001,494,1,PH,1558378889,69,7.85,126.06,77.0,1.07
cn,fuxin,42.015556,121.65888899999999,495,4,CN,1558378889,40,42.02,121.65,56.94,11.95
ru,chernaya kholunitsa,58.851144999999995,51.715449,496,90,RU,1558378890,52,58.85,51.72,42.9,5.82
ca,havelock,44.433333000000005,-77.883333,497,1,US,1558378595,51,34.88,-76.9,88.0,12.75
nz,havelock,-41.283333,173.76666699999998,497,1,US,1558378595,51,34.88,-76.9,88.0,12.75
us,havelock,34.8788889,-76.9016667,497,1,US,1558378595,51,34.88,-76.9,88.0,12.75
us,traverse city,44.7630556,-85.6205556,498,75,US,1558378672,62,44.76,-85.62,54.0,14.99
mx,champoton,19.35,-90.716667,499,20,MX,1558378890,39,19.35,-90.72,95.0,11.41
mn,mandalgovi,45.75,106.26666670000002,500,0,MN,1558378890,36,45.76,106.27,48.66,1.34
ch,delemont,47.366429,7.329005,501,75,CH,1558378890,93,47.36,7.34,57.2,11.41
mm,chauk,20.8833333,94.8166667,502,67,MM,1558378891,41,20.89,94.82,91.5,5.55
cd,kambove,-10.876389,26.596944,503,15,CD,1558378891,91,-10.88,26.6,62.52,3.36
br,tutoia,-2.75,-42.266667,504,75,BR,1558378891,79,-2.76,-42.27,86.0,6.93
br,touros,-5.2,-35.466667,505,52,BR,1558378891,75,-5.2,-35.46,84.12,15.88
tz,babati,-4.2166667,35.75,506,59,TZ,1558378891,97,-4.21,35.75,55.5,6.11
za,graaff-reinet,-32.25,24.55,507,19,ZA,1558378808,53,-32.25,24.53,60.0,13.87
nc,noumea,-22.2666667,166.45,508,0,NC,1558378811,77,-22.28,166.46,64.4,2.24
ca,pilot butte,50.466667,-104.416667,509,40,CA,1558378892,33,50.48,-104.42,59.0,10.29
mr,atar,20.5166667,-13.05,510,1,MR,1558378892,12,20.52,-13.05,95.0,9.17
br,valenca do piaui,-6.4,-41.75,511,58,BR,1558378892,67,-6.41,-41.75,84.66,5.37
us,natchez,31.560277799999998,-91.4030556,512,1,US,1558378892,74,31.56,-91.4,87.01,6.93
id,denpasar,-8.65,115.21666699999999,513,20,ID,1558378866,94,-8.65,115.22,80.6,8.05
mm,loikaw,19.6833333,97.2166667,514,100,MM,1558378892,85,19.67,97.21,69.18,3.4
ne,madaoua,14.075833300000001,5.9586111,515,71,NE,1558378892,18,14.07,5.96,104.1,3.36
ke,malindi,-3.2166667,40.1166667,516,75,KE,1558378808,88,-3.22,40.12,77.0,9.17
in,along,28.166666999999997,94.766667,517,28,IN,1558378893,92,28.17,94.8,53.88,4.54
br,bonito,-21.133333,-56.466667,518,0,BR,1558378893,49,-21.13,-56.49,84.3,7.72
br,bonito,-8.483333,-35.733333,518,0,BR,1558378893,49,-21.13,-56.49,84.3,7.72
ca,saint anthony,51.383333,-55.6,519,90,US,1558378893,81,43.97,-111.68,45.0,3.36
ca,high prairie,55.433333,-116.483333,520,0,CA,1558378893,34,55.43,-116.48,61.8,16.46
bs,high rock,26.620833299999997,-78.2833333,521,75,BS,1558378893,83,26.63,-78.28,75.2,12.75
no,raudeberg,61.98055600000001,5.133611,522,20,NO,1558378894,76,61.99,5.14,69.8,4.7
au,kununurra,-15.778129999999999,128.74414099999998,523,75,AU,1558378894,58,-15.77,128.74,82.4,6.93
so,mogadishu,2.0666667000000003,45.3666667,524,79,SO,1558378801,79,2.04,45.34,80.88,9.78
sa,mecca,21.426667000000002,39.826111,525,1,SA,1558378872,48,21.43,39.83,88.62,1.74
ar,viedma,-40.813452000000005,-62.996676,526,14,AR,1558378894,41,-40.81,-62.99,58.56,10.98
mx,tomatlan,19.933332999999998,-105.25,527,0,MX,1558378894,59,19.93,-105.25,84.66,7.9
mx,tomatlan,19.033333,-97.0,527,0,MX,1558378894,59,19.93,-105.25,84.66,7.9
by,lyuban,52.8,28.0,528,39,BY,1558378625,68,52.8,28.0,67.92,12.15
ru,lyuban,59.35,31.216666999999998,528,39,BY,1558378625,68,52.8,28.0,67.92,12.15
ca,bonavista,48.633333,-53.1,529,59,CA,1558378895,74,48.65,-53.11,44.01,15.99
jp,hirara,24.803788,125.302222,530,37,JP,1558378895,67,24.8,125.28,75.48,26.15
nz,russell,-35.266667,174.116667,531,75,AR,1558378895,71,-33.01,-68.8,50.0,12.75
ca,burns lake,54.216667,-125.766667,532,66,CA,1558378895,62,54.23,-125.76,56.4,5.21
tr,hakkari,37.574444,43.740833,533,0,FI,1558378896,46,61.34,23.75,69.8,5.82
ly,marzuq,25.9044444,13.897222199999998,534,84,YE,1558378896,36,14.4,46.47,79.44,6.02
es,villaviciosa,43.480936,-5.435249,535,20,ES,1558378896,71,43.48,-5.43,59.0,6.93
id,padang,-0.9531540000000001,100.367659,536,100,ID,1558378896,82,-0.92,100.36,81.24,7.65
ph,padang,13.2196,123.7655,536,100,ID,1558378896,82,-0.92,100.36,81.24,7.65
sn,matam,15.666666699999999,-13.25,537,1,SN,1558378897,14,15.66,-13.26,102.12,11.61
fr,la seyne-sur-mer,43.098184,5.884715,538,0,FR,1558378897,72,43.1,5.88,69.01,2.24
id,palu,-0.8917,119.8707,539,72,ID,1558378897,80,-0.9,119.87,78.72,3.83
ru,talmenka,53.8183,83.5677,540,40,RU,1558378897,76,53.82,83.56,51.8,11.18
au,tamworth,-31.090481,150.929047,541,64,AU,1558378897,87,-31.09,150.93,44.6,5.82
gb,tamworth,52.61666700000001,-1.6833330000000002,541,64,AU,1558378897,87,-31.09,150.93,44.6,5.82
au,perth,-31.952240000000003,115.861397,542,20,GB,1558378872,82,56.4,-3.43,59.0,3.36
ca,perth,44.883333,-76.233333,542,20,GB,1558378872,82,56.4,-3.43,59.0,3.36
gb,perth,56.4,-3.433333,542,20,GB,1558378872,82,56.4,-3.43,59.0,3.36
sy,yabrud,33.966666700000005,36.6666667,543,0,SY,1558378840,32,33.97,36.66,80.6,8.05
cr,paraiso,9.83832,-83.865565,544,5,MX,1558378898,4,24.01,-104.61,84.2,16.11
mx,paraiso,18.4,-93.233333,544,5,MX,1558378898,4,24.01,-104.61,84.2,16.11
pa,paraiso,9.0333333,-79.6333333,544,5,MX,1558378898,4,24.01,-104.61,84.2,16.11
ph,paraiso,6.473611,124.810833,544,5,MX,1558378898,4,24.01,-104.61,84.2,16.11
ph,paraiso,10.8849,123.3627,544,5,MX,1558378898,4,24.01,-104.61,84.2,16.11
in,veraval,20.9,70.366667,545,0,FR,1558378898,62,49.65,0.71,61.0,8.05
ru,novyy urgal,51.073611,132.564167,546,100,RU,1558378899,93,51.07,132.56,49.74,2.68
cn,tongren,27.717221999999996,109.185278,547,4,CN,1558378899,64,27.72,109.18,55.86,2.84
