Country_x,City,Latitude,Longitude,City_ID,Cloudiness,Country_y,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
au,port hedland,-20.312148999999998,118.61058799999999,192,0,AU,1558378791,51,-20.31,118.58,62.6,6.93
mv,hithadhoo,-0.6,73.08333329999999,193,100,MV,1558378650,75,-0.6,73.08,84.12,11.3
mv,hithadhoo,1.7833332999999998,73.3833333,193,100,MV,1558378650,75,-0.6,73.08,84.12,11.3
ru,beringovskiy,63.05,179.316667,194,58,RU,1558378791,90,63.05,179.32,27.42,6.2
ag,codrington,17.6333333,-61.8333333,195,90,AU,1558378791,93,-28.95,153.24,60.8,5.82
gl,ilulissat,69.2166667,-51.1,196,90,GL,1558378791,86,69.22,-51.1,33.8,4.7
cl,coquimbo,-29.953333,-71.343611,197,75,CL,1558378792,59,-29.95,-71.34,64.4,5.82
mu,grand baie,-20.013611100000002,57.5738889,198,75,MU,1558378661,74,-20.02,57.58,78.8,11.41
ug,kaabong,3.4836111000000005,34.1491667,199,100,UG,1558378792,92,3.51,34.14,64.86,2.91
mx,lazaro cardenas,17.958333,-102.2,200,75,MX,1558378792,14,28.39,-105.62,88.0,21.92
ao,luanda,-8.836803999999999,13.233173999999998,201,20,AO,1558378792,78,-8.83,13.24,78.8,6.93
ke,luanda,0.3077778,34.0586111,201,20,AO,1558378792,78,-8.83,13.24,78.8,6.93
ar,rio gallegos,-51.622613,-69.218127,202,0,AR,1558378754,40,-51.62,-69.22,53.6,34.45
pg,namatanai,-3.6666667,152.43333330000002,203,100,PG,1558378793,88,-3.66,152.44,77.46,5.95
ru,severo-kurilsk,50.678889,156.125,204,99,RU,1558378793,97,50.68,156.12,39.66,15.1
cn,hutang,31.533333000000002,119.483333,205,4,CN,1558378793,71,29.22,119.85,59.1,3.31
jp,namioka,40.707221999999994,140.589444,206,75,JP,1558378793,52,40.71,140.59,68.0,11.41
ru,mnogovershinnyy,53.935278000000004,139.92416699999998,207,100,RU,1558378793,96,53.94,139.92,39.12,8.05
ni,san rafael del sur,11.85,-86.45,208,40,NI,1558378793,49,11.85,-86.44,91.4,13.87
gl,paamiut,62.0,-49.75,209,7,GL,1558378794,91,61.99,-49.67,35.7,16.31
pt,ribeira grande,38.516667,-28.7,210,40,PT,1558378794,88,38.52,-28.7,66.2,10.29
id,labuhan,-6.3784,105.83,211,18,ID,1558378794,86,-2.54,115.51,75.48,2.8
au,mount gambier,-37.831799,140.77919,212,90,AU,1558378628,100,-37.83,140.78,53.6,8.05
co,pesca,5.55,-73.05,213,96,CO,1558378794,68,5.56,-73.05,62.52,7.76
au,mount isa,-20.725229000000002,139.497269,214,0,AU,1558378794,56,-20.73,139.49,68.0,6.93
re,le port,-20.9166667,55.3,215,25,FR,1558378795,64,42.87,1.37,60.01,4.47
au,hobart,-42.883209,147.331665,216,40,AU,1558378795,66,-42.88,147.33,57.99,5.82
us,hobart,41.5322222,-87.255,216,40,AU,1558378795,66,-42.88,147.33,57.99,5.82
ie,dublin,53.3330556,-6.2488889,217,75,IE,1558378538,81,53.35,-6.26,57.99,5.82
us,dublin,37.7022222,-121.93472220000001,217,75,IE,1558378538,81,53.35,-6.26,57.99,5.82
us,dublin,32.5402778,-82.90388890000001,217,75,IE,1558378538,81,53.35,-6.26,57.99,5.82
us,dublin,40.099166700000005,-83.1141667,217,75,IE,1558378538,81,53.35,-6.26,57.99,5.82
om,salalah,17.0175,54.082777799999995,218,20,OM,1558378796,74,17.01,54.1,86.0,10.29
no,beisfjord,68.36805600000001,17.588889,219,0,NO,1558378796,51,68.38,17.6,60.8,11.41
ru,ust-tsilma,65.441037,52.149783,220,0,RU,1558378796,58,65.44,52.15,35.88,6.11
ph,marawi,7.998611,124.292778,221,12,PH,1558378796,93,8.0,124.29,77.0,5.01
sd,marawi,18.4833333,31.816666700000003,221,12,PH,1558378796,93,8.0,124.29,77.0,5.01
co,samana,5.412580999999999,-74.992189,222,75,EC,1558378796,94,0.12,-76.97,77.0,4.7
do,samana,19.216666699999998,-69.3166667,222,75,EC,1558378796,94,0.12,-76.97,77.0,4.7
in,samana,30.158333000000002,76.193056,222,75,EC,1558378796,94,0.12,-76.97,77.0,4.7
pl,koronowo,53.310480000000005,17.945527,223,20,PL,1558378736,60,53.31,17.94,71.01,3.36
ru,ekimchan,53.066667,132.966667,224,100,RU,1558378797,87,53.07,132.94,43.26,10.4
au,carnarvon,-24.88073,113.659401,225,58,ZA,1558378797,65,-30.97,22.13,50.1,14.94
za,carnarvon,-30.968265999999996,22.133026,225,58,ZA,1558378797,65,-30.97,22.13,50.1,14.94
ca,saint-denis,45.783333,-73.15,226,0,FR,1558378797,67,48.94,2.36,64.4,10.29
fr,saint-denis,48.934172,2.354805,226,0,FR,1558378797,67,48.94,2.36,64.4,10.29
re,saint-denis,-20.8666667,55.466666700000005,226,0,FR,1558378797,67,48.94,2.36,64.4,10.29
ir,tabas,33.595856,56.92436800000001,227,100,IR,1558378798,18,33.6,56.92,89.6,9.17
ar,san pedro,-33.679127,-59.666635,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
ar,san pedro,-24.231266,-64.866141,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
bo,san pedro,-18.283333300000002,-59.8166667,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
bz,san pedro,17.9166667,-87.95,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
co,san pedro,6.462212999999999,-75.556556,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
co,san pedro,9.395603,-75.064758,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
co,san pedro,3.9921849999999997,-76.239261,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
cr,san pedro,9.928293,-84.050735,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
mx,san pedro,25.433332999999998,-103.216667,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
ph,san pedro,10.8018,121.9499,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
ph,san pedro,14.053407,121.145358,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
ph,san pedro,7.341944,126.5175,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
ph,san pedro,17.2,121.88333300000001,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
ph,san pedro,14.3595,121.0473,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
ph,san pedro,10.960999999999999,124.8197,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
ph,san pedro,12.016667,124.0,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
ph,san pedro,12.460841,121.01041299999999,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
ph,san pedro,15.883332999999999,120.65,228,100,AR,1558378735,69,-33.68,-59.66,63.0,7.0
cd,aketi,2.733333,23.766667,229,100,CD,1558378804,96,2.74,23.78,72.6,1.03
us,moses lake,47.1302778,-119.27694440000002,230,1,US,1558378804,22,47.13,-119.28,69.8,13.87
mz,mocuba,-16.840277800000003,38.256944399999995,231,1,MZ,1558378804,90,-16.84,36.99,65.76,2.42
au,hamilton,-37.74334,142.02891499999998,232,90,CA,1558378635,67,43.26,-79.87,59.0,14.99
bm,hamilton,32.2941667,-64.7838889,232,90,CA,1558378635,67,43.26,-79.87,59.0,14.99
ca,hamilton,43.25,-79.833333,232,90,CA,1558378635,67,43.26,-79.87,59.0,14.99
nz,hamilton,-37.783333,175.283333,232,90,CA,1558378635,67,43.26,-79.87,59.0,14.99
us,hamilton,46.2469444,-114.15944440000001,232,90,CA,1558378635,67,43.26,-79.87,59.0,14.99
us,hamilton,39.39944439999999,-84.56138890000001,232,90,CA,1558378635,67,43.26,-79.87,59.0,14.99
ni,san juan del sur,11.25,-85.8666667,233,40,NI,1558378808,74,11.25,-85.87,84.2,10.2
id,katobu,-4.9186,122.5218,234,17,ID,1558378814,93,-4.94,122.53,75.66,1.54
id,banjar,-7.1955,107.4313,235,86,ID,1558378616,98,-7.37,108.54,73.86,1.14
in,banjar,31.633333,77.35,235,86,ID,1558378616,98,-7.37,108.54,73.86,1.14
ru,provideniya,64.383333,-173.3,236,5,RU,1558378816,72,64.42,-173.23,33.72,5.23
br,andradas,-22.066667000000002,-46.566666999999995,237,20,BR,1558378535,56,-22.07,-46.57,79.0,6.93
cn,bose,23.899722,106.61333300000001,238,75,IT,1558378816,72,45.46,8.01,64.4,2.24
cn,manzhouli,49.6,117.433333,239,35,CN,1558378819,45,49.6,117.43,45.24,13.67
us,lockhart,28.6191667,-81.44277779999999,240,75,AU,1558378821,76,-35.22,146.72,55.4,3.36
us,lockhart,29.884722200000002,-97.66972220000001,240,75,AU,1558378821,76,-35.22,146.72,55.4,3.36
ru,anadyr,64.75,177.48333300000002,241,75,RU,1558378821,74,64.73,177.51,30.2,6.71
so,bandarbeyla,9.483333300000002,50.8166667,242,67,SO,1558378822,74,9.49,50.81,82.68,13.38
ua,buchach,49.062539,25.387981,243,75,UA,1558378822,100,49.06,25.39,70.0,2.24
pk,pasni,25.263113,63.471033,244,0,PK,1558378823,52,25.26,63.48,86.82,9.17
ca,tuktoyaktuk,69.45,-133.066667,245,40,CA,1558378823,75,69.44,-133.03,41.0,19.46
in,okha,22.469444,69.060556,246,100,RU,1558378823,96,53.59,142.95,40.38,13.62
ru,okha,53.573889,142.947778,246,100,RU,1558378823,96,53.59,142.95,40.38,13.62
co,puerto escondido,9.018105,-76.26413000000001,247,5,MX,1558378824,66,15.86,-97.07,86.0,9.17
mx,puerto escondido,15.85,-97.06666700000001,247,5,MX,1558378824,66,15.86,-97.07,86.0,9.17
pa,puerto escondido,9.1933333,-80.0883333,247,5,MX,1558378824,66,15.86,-97.07,86.0,9.17
cl,ancud,-41.869721999999996,-73.820278,248,0,CL,1558378825,70,-41.87,-73.83,48.2,9.17
cl,lebu,-37.616667,-73.65,249,75,ET,1558378826,68,8.96,38.73,64.4,2.95
au,port lincoln,-34.72625,135.87442,250,100,AU,1558378826,76,-34.72,135.86,63.6,15.48
ru,leningradskiy,69.383333,178.416667,251,0,RU,1558378827,80,69.38,178.42,22.2,6.38
tj,leningradskiy,38.1077778,70.0308333,251,0,RU,1558378827,80,69.38,178.42,22.2,6.38
fi,kajaani,64.233333,27.683333,252,0,FI,1558378827,62,64.22,27.73,59.0,6.93
au,murray bridge,-35.119862,139.273453,253,100,AU,1558378827,89,-35.12,139.28,55.99,1.01
uy,rocha,-34.4833333,-54.3333333,254,97,UY,1558378828,96,-34.48,-54.34,61.08,11.3
ph,tagusao,9.192377,117.814097,255,92,PH,1558378828,71,9.19,117.81,84.12,2.57
bo,cobija,-11.0333333,-68.7333333,256,75,BR,1558378828,55,-11.02,-68.77,89.6,3.36
ga,port-gentil,-0.7166667,8.7833333,257,20,GA,1558378833,88,-0.72,8.78,80.6,11.41
nz,te anau,-45.416667,167.716667,258,61,NZ,1558378834,93,-45.41,167.72,39.3,4.12
cn,hami,42.8,93.45,259,0,CN,1558378834,11,42.84,93.51,69.72,6.2
us,pahrump,36.2083333,-115.98305559999999,260,75,US,1558378834,41,36.21,-115.98,68.0,11.5
ca,fort frances,48.616667,-93.416667,261,1,CA,1558378834,38,48.61,-93.4,63.0,9.17
za,umtata,-31.588926,28.784431,262,0,ZA,1558378835,51,-31.59,28.78,60.8,17.22
ru,markova,57.320556,107.08805600000001,263,0,RU,1558378835,49,52.21,104.21,46.4,6.71
ua,markova,48.675764,24.413823999999998,263,0,RU,1558378835,49,52.21,104.21,46.4,6.71
re,saint-leu,-21.15,55.283333299999995,264,68,RE,1558378835,88,-21.15,55.28,78.01,3.36
ly,jalu,29.0333333,21.55,265,73,LY,1558378836,5,29.03,21.55,100.14,11.07
au,alice springs,-23.697479,133.883621,266,1,AU,1558378836,93,-23.7,133.88,57.2,3.36
ve,zaraza,9.35,-65.3166667,267,97,VE,1558378836,22,9.35,-65.33,101.04,8.61
ie,dingle,52.1408333,-10.2688889,268,4,PH,1558378836,80,11.0,122.67,79.08,2.73
ph,dingle,10.9995,122.6711,268,4,PH,1558378836,80,11.0,122.67,79.08,2.73
ky,bodden town,19.283333300000002,-81.25,269,75,KY,1558378836,88,19.28,-81.25,84.99,4.7
au,griffith,-34.288528,146.050934,270,13,AU,1558378837,82,-34.29,146.06,55.4,5.82
us,griffith,41.5283333,-87.42361109999999,270,13,AU,1558378837,82,-34.29,146.06,55.4,5.82
cl,coihaique,-45.566666999999995,-72.06666700000001,271,0,CL,1558378837,59,-45.58,-72.07,46.4,4.7
br,sao felix do xingu,-6.633333,-51.983333,272,100,BR,1558378837,92,-6.64,-51.99,80.34,3.74
ar,santa rosa,-36.616667,-64.283333,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
bo,santa rosa,-14.166666699999999,-66.8833333,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
bo,santa rosa,-16.783333300000002,-61.8,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
br,santa rosa,-27.866667,-54.483332999999995,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
co,santa rosa,1.702666,-76.573891,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
co,santa rosa,10.444722,-75.369722,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
ec,santa rosa,-3.45,-79.9666667,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
pe,santa rosa,-6.7666667,-79.83333329999999,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
ph,santa rosa,14.426116,120.87931100000002,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
ph,santa rosa,15.4238,120.9378,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
ph,santa rosa,13.5402,122.3912,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
ph,santa rosa,10.57226,123.101202,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
ph,santa rosa,14.305579000000002,121.110739,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
py,santa rosa,-26.866667,-56.85,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
us,santa rosa,38.4405556,-122.71333329999999,273,100,AR,1558378839,78,-36.62,-64.29,49.38,13.94
ca,goderich,43.733333,-81.7,274,96,CA,1558378839,87,43.74,-81.71,52.0,13.0
sl,goderich,8.4319444,-13.289722199999998,274,96,CA,1558378839,87,43.74,-81.71,52.0,13.0
br,vila velha,-20.333333,-40.283333,275,75,BR,1558378839,83,-3.71,-38.6,80.6,9.17
pt,rabo de peixe,37.8,-25.583333,276,40,PT,1558378839,88,37.8,-25.58,66.2,12.75
ao,soyo,-6.1349029999999996,12.368935,277,20,AO,1558378792,88,-6.13,12.37,80.6,9.17
gf,cayenne,4.9333333,-52.3333333,278,40,GF,1558378571,70,4.94,-52.33,86.0,14.99
za,saldanha,-33.01167,17.944202,279,86,PT,1558378840,46,41.42,-6.55,63.06,9.75
br,santa ines,-13.283332999999999,-39.8,280,75,EC,1558378840,72,-0.82,-78.63,64.4,2.93
br,santa ines,-3.65,-45.366667,280,75,EC,1558378840,72,-0.82,-78.63,64.4,2.93
ph,santa ines,15.564,120.4656,280,75,EC,1558378840,72,-0.82,-78.63,64.4,2.93
jp,hasaki,35.733333,140.833333,281,75,JP,1558378841,93,35.73,140.83,66.2,16.11
ca,slave lake,55.283333,-114.78333300000001,282,1,CA,1558378673,25,55.28,-114.77,62.6,17.22
gb,christchurch,50.733333,-1.7666669999999998,283,1,NZ,1558378744,100,-43.53,172.64,51.01,3.36
nz,christchurch,-43.533333,172.633333,283,1,NZ,1558378744,100,-43.53,172.64,51.01,3.36
tz,kibakwe,-6.7166667,36.3666667,284,46,TZ,1558378841,74,-6.71,36.37,69.54,5.44
na,luderitz,-26.648055600000003,15.159444400000002,285,39,,1558378806,72,-26.65,15.16,62.6,18.34
co,san andres,6.903333,-75.6825,286,58,PH,1558378815,82,13.32,122.68,81.78,2.89
co,san andres,12.584722,-81.700556,286,58,PH,1558378815,82,13.32,122.68,81.78,2.89
co,san andres,6.811478,-72.849292,286,58,PH,1558378815,82,13.32,122.68,81.78,2.89
gt,san andres,16.966667,-89.916667,286,58,PH,1558378815,82,13.32,122.68,81.78,2.89
pa,san andres,8.6,-82.7333333,286,58,PH,1558378815,82,13.32,122.68,81.78,2.89
ph,san andres,13.2614,123.7795,286,58,PH,1558378815,82,13.32,122.68,81.78,2.89
ph,san andres,14.05,121.21666699999999,286,58,PH,1558378815,82,13.32,122.68,81.78,2.89
ph,san andres,15.7222,120.77799999999999,286,58,PH,1558378815,82,13.32,122.68,81.78,2.89
ph,san andres,14.003526999999998,121.151371,286,58,PH,1558378815,82,13.32,122.68,81.78,2.89
ph,san andres,13.3227,122.6779,286,58,PH,1558378815,82,13.32,122.68,81.78,2.89
ca,pangnirtung,66.133333,-65.75,287,75,CA,1558378841,80,66.15,-65.72,35.6,18.34
mx,san quintin,30.483333000000002,-115.95,288,95,PH,1558378841,76,17.54,120.52,78.72,3.62
ph,union,11.7612,121.8963,289,90,US,1558378842,100,47.36,-123.1,57.2,8.05
ph,union,10.0475,124.5151,289,90,US,1558378842,100,47.36,-123.1,57.2,8.05
ph,union,10.6695,124.3252,289,90,US,1558378842,100,47.36,-123.1,57.2,8.05
ph,union,9.756667,126.11027800000001,289,90,US,1558378842,100,47.36,-123.1,57.2,8.05
py,union,-24.8,-56.55,289,90,US,1558378842,100,47.36,-123.1,57.2,8.05
us,union,40.6975,-74.26361109999999,289,90,US,1558378842,100,47.36,-123.1,57.2,8.05
us,union,34.7152778,-81.62388890000001,289,90,US,1558378842,100,47.36,-123.1,57.2,8.05
ru,dudinka,69.405833,86.177778,290,75,RU,1558378842,92,69.41,86.18,15.8,29.08
co,florida,3.3222970000000003,-76.234804,291,40,CU,1558378581,52,21.53,-78.23,87.8,5.82
cu,florida,21.5247222,-78.2258333,291,40,CU,1558378581,52,21.53,-78.23,87.8,5.82
hn,florida,15.0333333,-88.83333329999999,291,40,CU,1558378581,52,21.53,-78.23,87.8,5.82
ph,florida,7.6775,125.67361100000001,291,40,CU,1558378581,52,21.53,-78.23,87.8,5.82
us,florida,18.3652778,-66.5675,291,40,CU,1558378581,52,21.53,-78.23,87.8,5.82
uy,florida,-34.095555600000004,-56.2141667,291,40,CU,1558378581,52,21.53,-78.23,87.8,5.82
in,madikeri,12.416667,75.733333,292,75,IN,1558378843,89,12.42,75.74,84.2,2.24
au,esperance,-33.86013,121.88259099999999,293,40,TT,1558378843,46,10.24,-61.45,91.4,18.34
mu,esperance,-20.225,57.58722220000001,293,40,TT,1558378843,46,10.24,-61.45,91.4,18.34
mu,esperance,-20.069722199999998,57.6419444,293,40,TT,1558378843,46,10.24,-61.45,91.4,18.34
us,esperance,47.7891667,-122.35416670000001,293,40,TT,1558378843,46,10.24,-61.45,91.4,18.34
gh,takoradi,4.883333299999999,-1.75,294,100,GH,1558378843,85,4.89,-1.75,78.9,3.56
ru,lokomotivnyy,53.0118,60.5684,295,38,RU,1558378843,61,53.01,60.57,41.1,9.42
ir,khash,28.221071999999996,61.215818999999996,296,32,IR,1558378844,43,28.22,61.21,68.28,12.5
mm,mogok,22.9166667,96.5,297,0,MM,1558378844,51,22.92,96.51,72.24,2.77
fi,mikkeli,61.683333,27.25,298,0,FI,1558378844,59,61.69,27.27,62.6,6.93
cn,jiuquan,39.738170000000004,98.499328,299,0,CN,1558378844,14,39.73,98.49,59.64,5.5
mg,betafo,-19.8333333,46.85,300,9,MG,1558378845,92,-19.84,46.86,58.2,3.47
pg,aitape,-3.1333333,142.35,301,100,PG,1558378845,87,-3.15,142.36,77.64,3.96
nu,alofi,-19.0166667,-169.91666669999998,302,75,NU,1558378845,94,-19.06,-169.92,75.2,6.93
au,yulara,-25.245291,130.980545,303,20,AU,1558378845,77,-25.24,130.99,62.6,8.16
ru,kvarkeno,52.083333,59.725,304,77,RU,1558378845,56,52.08,59.73,44.88,8.21
br,salinopolis,-0.616667,-47.333333,305,90,BR,1558378846,82,-0.61,-47.36,82.14,12.57
mx,chunhuhub,19.55,-88.68333299999999,306,5,MX,1558378846,35,19.59,-88.59,96.72,7.02
nz,dunedin,-45.866667,170.5,307,1,NZ,1558378846,81,-45.87,170.5,46.99,4.0
us,dunedin,28.019444399999998,-82.7719444,307,1,NZ,1558378846,81,-45.87,170.5,46.99,4.0
ml,nioro,15.233333300000002,-9.583333300000001,308,76,GM,1558378846,15,13.79,-15.05,101.4,6.02
sn,nioro,13.75,-15.8,308,76,GM,1558378846,15,13.79,-15.05,101.4,6.02
gl,upernavik,72.7833333,-56.1666667,309,0,GL,1558378846,85,72.79,-56.15,29.22,11.59
pw,airai,7.3575,134.55777780000003,310,35,TL,1558378846,73,-8.93,125.41,75.12,7.2
tm,balkanabat,39.5119444,54.365,311,99,TM,1558378846,41,39.51,54.36,79.8,6.69
ru,syumsi,57.11108,51.614938,312,90,RU,1558378847,66,57.11,51.61,43.08,6.91
ru,loukhi,66.07615799999999,33.047453999999995,313,100,RU,1558378847,75,66.08,33.04,38.04,9.91
mn,baruun-urt,46.7,113.28333329999998,314,0,MN,1558378847,48,46.68,113.28,44.88,5.32
co,miraflores,1.336667,-71.951111,315,99,CO,1558378848,60,5.2,-73.14,68.64,5.44
co,miraflores,5.196077,-73.14504000000001,315,99,CO,1558378848,60,5.2,-73.14,68.64,5.44
gm,gunjur,13.1816667,-16.7583333,316,0,GM,1558378848,61,13.18,-16.76,80.6,9.17
jp,wajima,37.4,136.9,317,100,JP,1558378849,94,37.4,136.9,63.78,13.53
sb,buala,-8.1333333,159.58333330000002,318,87,SB,1558378849,79,-8.15,159.59,81.96,10.78
br,acari,-6.516667,-36.633333,319,100,BR,1558378849,48,-6.44,-36.64,89.34,11.99
pe,acari,-15.4311111,-74.61583329999999,319,100,BR,1558378849,48,-6.44,-36.64,89.34,11.99
bf,banfora,10.633333300000002,-4.7666667,320,77,BF,1558378849,56,10.64,-4.75,91.14,4.7
ke,mandera,3.9261111000000004,41.8461111,321,69,ET,1558378731,47,3.94,41.86,87.18,8.03
cd,tshikapa,-6.4166669999999995,20.8,322,99,CD,1558378849,58,-6.42,20.79,79.62,2.15
us,juneau,58.301944400000004,-134.4197222,323,75,US,1558378850,71,58.3,-134.42,57.2,11.41
us,sidney,47.716666700000005,-104.1558333,324,1,US,1558378850,26,47.72,-104.16,61.0,14.99
us,sidney,40.2841667,-84.1555556,324,1,US,1558378850,26,47.72,-104.16,61.0,14.99
er,edd,13.929722199999999,41.6925,325,50,ER,1558378850,49,13.93,41.69,93.3,9.69
bs,cockburn town,24.033333300000002,-74.5166667,326,1,TC,1558378560,79,21.46,-71.14,80.52,12.5
tc,cockburn town,21.466666699999998,-71.1333333,326,1,TC,1558378560,79,21.46,-71.14,80.52,12.5
jp,kizukuri,40.806111,140.386111,327,100,JP,1558378851,59,40.81,140.39,68.0,1.01
vn,vung tau,10.35,107.066667,328,77,VN,1558378714,77,10.35,107.08,85.2,10.58
es,mahon,39.883333,4.25,329,75,IE,1558378851,71,51.89,-8.4,57.0,9.17
td,biltine,14.5333333,20.9166667,330,93,TD,1558378853,13,14.53,20.93,101.76,6.87
jp,ishigaki,24.344782000000002,124.15716699999999,331,69,JP,1558378853,73,24.34,124.16,76.2,24.34
jm,morant bay,17.8833333,-76.41666670000001,332,20,JM,1558378853,62,17.88,-76.41,86.0,23.04
ru,raduzhnyy,59.483332999999995,49.65,333,100,RU,1558378853,93,62.1,77.47,39.3,9.86
mx,san patricio,19.216667,-104.7,334,94,PY,1558378853,82,-26.98,-56.83,76.74,7.49
ph,san patricio,15.0953,120.7295,334,94,PY,1558378853,82,-26.98,-56.83,76.74,7.49
py,san patricio,-26.966666999999998,-56.816667,334,94,PY,1558378853,82,-26.98,-56.83,76.74,7.49
cn,hulan ergi,47.204167,123.63333300000001,335,100,CN,1558378853,85,47.2,123.63,48.48,15.26
mm,thayetmyo,19.3166667,95.1833333,336,81,MM,1558378854,61,19.32,95.18,88.26,7.07
mx,acapulco,16.85,-99.916667,337,5,MX,1558378854,70,16.86,-99.88,84.2,11.41
za,port shepstone,-30.741369,30.454991999999997,338,2,ZA,1558378854,47,-30.74,30.45,69.54,5.32
pf,tautira,-17.7333333,-149.15,339,20,PF,1558378854,70,-17.73,-149.15,84.2,10.29
ec,la libertad,-2.2333333,-80.9,340,0,PE,1558378855,36,-16.38,-71.56,64.4,8.05
gt,la libertad,15.5,-91.833333,340,0,PE,1558378855,36,-16.38,-71.56,64.4,8.05
gt,la libertad,16.783333,-90.116667,340,0,PE,1558378855,36,-16.38,-71.56,64.4,8.05
hn,la libertad,14.45,-87.45,340,0,PE,1558378855,36,-16.38,-71.56,64.4,8.05
hn,la libertad,14.8,-88.58333329999999,340,0,PE,1558378855,36,-16.38,-71.56,64.4,8.05
mx,la libertad,14.591110999999998,-92.193611,340,0,PE,1558378855,36,-16.38,-71.56,64.4,8.05
ph,la libertad,10.0266,123.2335,340,0,PE,1558378855,36,-16.38,-71.56,64.4,8.05
ph,la libertad,7.480278,125.647222,340,0,PE,1558378855,36,-16.38,-71.56,64.4,8.05
sv,la libertad,13.4883333,-89.32222220000001,340,0,PE,1558378855,36,-16.38,-71.56,64.4,8.05
ca,raymond,49.466667,-112.66666699999999,341,40,US,1558378580,48,43.04,-71.18,84.99,12.75
us,raymond,43.90138889999999,-70.4708333,341,40,US,1558378580,48,43.04,-71.18,84.99,12.75
us,raymond,43.03611110000001,-71.18388890000001,341,40,US,1558378580,48,43.04,-71.18,84.99,12.75
vg,road town,18.4166667,-64.6166667,342,40,VG,1558378828,66,18.42,-64.62,86.0,9.17
ru,yar-sale,66.833333,70.833333,343,100,RU,1558378855,90,66.83,70.83,24.9,17.43
jp,iwanai,42.974444,140.50888899999998,344,100,JP,1558378855,87,42.97,140.51,56.04,11.32
cm,eseka,3.65,10.766666699999998,345,100,CM,1558378855,91,3.65,10.77,76.92,3.13
zw,chiredzi,-21.05,31.6666667,346,0,ZW,1558378856,42,-21.05,31.67,65.76,0.78
ru,tigil,57.8,158.666667,347,33,RU,1558378856,92,57.8,158.67,36.6,4.59
pf,avera,-22.45,-151.35,348,40,US,1558378856,40,33.19,-82.53,91.4,9.17
ru,muzhi,65.366667,64.666667,349,100,RU,1558378856,85,65.4,64.7,30.3,11.63
ru,komsomolskiy,69.166667,172.7,350,55,RU,1558378856,93,67.55,63.78,18.78,13.2
ru,komsomolskiy,43.978328999999995,46.69852,350,55,RU,1558378856,93,67.55,63.78,18.78,13.2
ru,komsomolskiy,45.330002,46.042798,350,55,RU,1558378856,93,67.55,63.78,18.78,13.2
ru,komsomolskiy,67.55,63.783333,350,55,RU,1558378856,93,67.55,63.78,18.78,13.2
ru,komsomolskiy,54.445218999999994,45.831358,350,55,RU,1558378856,93,67.55,63.78,18.78,13.2
ru,komsomolskiy,53.236404,50.842207,350,55,RU,1558378856,93,67.55,63.78,18.78,13.2
ru,komsomolskiy,53.904603,38.264542999999996,350,55,RU,1558378856,93,67.55,63.78,18.78,13.2
ru,komsomolskiy,57.4637,57.1269,350,55,RU,1558378856,93,67.55,63.78,18.78,13.2
ca,chapais,49.783333,-74.866667,351,90,CA,1558378856,93,49.78,-74.86,44.6,6.93
id,biak,-1.166007,136.09717,352,81,ID,1558378857,98,-0.91,122.88,65.4,3.27
mn,darhan,46.6166667,109.41666670000001,353,32,MN,1558378857,36,49.49,105.92,51.72,1.7
pg,daru,-9.083333300000001,143.2,354,78,SL,1558378857,89,7.99,-10.85,79.62,3.6
sl,daru,7.9919444,-10.8405556,354,78,SL,1558378857,89,7.99,-10.85,79.62,3.6
ru,onokhoy,51.931999999999995,108.0747,355,33,RU,1558378857,51,51.92,108.05,37.4,2.24
